BLEU	sacre_BLEU	sacre_CHRF2
0.00	3.40	15.70
0.00	3.44	18.26
0.00	4.75	20.42
0.00	6.05	14.23
0.00	6.32	15.88
0.00	3.01	13.55
0.00	3.74	15.07
0.00	1.77	7.39
0.00	1.05	17.37
0.00	1.73	18.22
0.00	2.52	19.18
0.00	4.32	18.00
0.00	2.61	7.97
0.00	8.10	21.89
0.00	2.85	12.87
0.00	2.63	16.42
0.00	2.61	9.91
0.00	5.40	20.51
0.00	4.11	23.12
0.00	4.55	18.34
0.00	5.82	17.21
0.00	0.00	9.36
0.00	2.44	20.61
0.00	2.61	10.80
0.00	1.70	15.02
0.00	2.08	18.47
0.00	3.01	13.29
0.00	1.72	17.60
0.00	2.16	19.14
0.00	2.41	14.92
0.00	2.85	19.05
0.00	3.13	14.23
0.00	3.25	16.06
0.00	1.54	17.80
0.00	3.01	14.29
0.00	6.82	20.20
0.00	4.11	19.45
0.00	3.74	16.72
0.00	3.10	8.46
0.00	3.74	17.08
0.00	2.05	16.84
0.00	3.34	11.56
0.00	2.28	16.02
0.00	6.05	9.66
0.00	2.16	20.56
0.00	1.63	18.12
0.00	3.38	13.62
0.00	2.74	8.67
0.00	0.00	1.72
0.00	2.10	5.28
0.00	0.00	2.97
0.00	2.10	3.96
0.00	2.14	6.42
0.00	5.44	12.17
0.00	6.33	14.15
0.00	3.39	12.50
0.00	2.85	9.08
0.00	3.76	16.12
0.00	3.74	17.57
0.00	2.91	18.62
0.00	1.83	17.97
0.00	3.41	11.92
0.00	1.39	18.76
0.00	1.76	20.58
0.00	6.75	13.02
0.00	3.46	14.25
0.00	3.92	16.63
0.00	1.76	18.73
0.00	4.81	15.08
0.00	2.27	19.26
0.00	3.40	16.37
0.00	3.38	13.84
0.00	1.77	7.97
0.00	2.87	15.44
0.00	3.25	7.96
0.00	3.70	10.09
0.00	3.25	9.19
0.00	3.10	6.03
0.00	3.40	15.99
0.00	1.77	6.18
0.00	3.92	17.54
0.00	0.12	2.21
0.00	0.00	3.92
0.00	3.06	17.79
0.00	2.91	15.25
0.00	2.14	10.32
0.00	3.10	6.56
0.00	1.76	16.69
0.00	1.72	17.52
0.00	3.04	13.45
0.00	3.06	18.36
0.00	2.41	18.97
0.00	2.27	15.57
0.00	3.44	19.34
0.00	0.83	16.66
0.00	1.98	17.81
0.00	3.30	17.19
0.00	4.32	17.77
0.00	2.37	20.24
0.00	2.19	19.45
0.00	1.24	17.20
0.00	2.61	13.96
0.00	2.42	9.95
0.00	4.32	15.30
0.00	1.77	8.46
0.00	1.19	16.03
0.00	2.74	12.02
0.00	6.23	11.03
0.00	6.32	16.32
0.00	2.08	18.43
0.00	2.74	9.06
0.00	2.42	9.37
0.00	1.89	17.00
0.00	2.00	18.96
0.00	3.82	17.98
0.00	2.87	15.27
0.00	3.41	13.79
0.00	3.39	7.61
0.00	3.40	16.28
0.00	3.58	17.67
0.00	3.18	17.94
0.00	4.55	16.82
0.00	2.61	9.97
0.00	3.01	13.76
0.00	3.25	8.74
0.00	2.83	12.32
0.00	1.77	5.26
0.00	1.96	15.37
0.00	3.40	10.92
0.00	1.73	16.86
0.00	2.13	18.70
0.00	1.96	18.07
0.00	2.33	17.55
0.00	1.93	18.06
0.00	2.27	18.94
0.00	2.86	13.48
0.00	2.39	13.96
0.00	2.55	14.27
0.00	2.27	14.90
0.00	3.40	15.02
0.00	2.61	8.32
0.00	2.84	14.08
0.00	1.48	16.45
0.00	3.01	15.35
0.00	2.74	7.95
0.00	2.81	15.85
0.00	3.34	12.95
0.00	2.14	5.25
0.00	2.66	14.25
0.00	2.17	15.62
0.00	1.48	17.20
0.00	2.72	17.85
0.00	2.14	5.61
0.00	3.58	20.76
0.00	3.40	11.49
0.00	3.39	14.12
0.00	6.29	12.96
0.00	2.27	14.72
0.00	2.87	6.63
0.00	3.22	14.70
0.00	3.25	10.67
0.00	6.33	14.14
0.00	2.83	12.88
0.00	3.13	14.26
0.00	2.14	7.51
0.00	3.43	4.79
0.00	2.61	6.05
0.00	1.76	17.66
0.00	2.72	15.46
0.00	2.61	5.47
0.00	1.77	4.24
0.00	1.77	4.98
0.00	2.74	10.11
0.00	1.77	5.92
0.00	2.84	13.15
0.00	6.23	10.13
0.00	3.76	13.14
0.00	2.81	10.56
0.00	1.63	19.13
0.00	3.41	13.13
0.00	1.29	17.64
0.00	2.66	18.66
0.00	2.39	16.42
0.00	2.28	12.67
0.00	2.74	8.13
0.00	2.61	8.51
0.00	3.46	11.57
0.00	3.25	11.58
0.00	3.38	12.87
0.00	2.74	18.49
0.00	1.83	17.06
0.00	2.07	15.71
0.00	2.16	15.88
0.00	2.63	11.59
0.00	1.96	17.41
0.00	6.79	11.43
0.00	3.77	11.48
0.00	3.38	13.12
0.00	1.83	17.20
0.00	3.01	15.53
0.00	6.32	13.10
0.00	2.74	7.98
0.00	2.14	5.02
0.00	2.15	14.62
0.00	3.40	13.75
0.00	1.77	8.15
0.00	3.25	7.85
0.00	2.52	15.88
0.00	1.89	17.45
0.00	2.83	15.84
0.00	2.37	19.27
0.00	2.03	16.90
0.00	3.38	10.12
0.00	0.00	4.16
0.00	2.03	19.47
0.00	4.05	16.67
0.00	0.65	15.62
0.00	2.28	17.07
0.00	2.14	7.81
0.00	2.86	13.66
0.00	1.21	16.95
0.00	1.56	4.13
0.00	0.00	3.92
0.00	1.90	16.32
0.00	4.81	16.58
0.00	3.38	14.23
0.00	5.11	20.57
0.00	2.86	19.13
0.00	4.75	18.04
0.00	3.23	15.76
0.00	5.11	14.63
0.00	3.82	19.02
0.00	4.32	18.18
0.00	3.38	13.65
0.00	2.14	6.57
0.00	1.76	17.55
0.00	1.87	17.89
0.00	1.98	19.66
0.00	3.25	13.18
0.00	2.95	20.84
0.00	3.48	21.06
0.00	1.98	16.28
0.00	2.72	16.50
0.00	1.02	18.43
0.00	1.48	17.92
0.00	2.08	19.29
0.00	5.44	18.28
0.00	1.83	18.67
0.00	3.74	15.67
0.00	1.48	19.18
0.00	5.82	12.09
0.00	2.51	18.04
0.00	1.83	19.20
0.00	2.16	17.51
0.00	1.31	17.45
0.00	3.18	20.17
0.00	2.55	16.47
0.00	0.92	16.84
0.00	2.55	18.24
0.00	2.55	21.26
0.00	3.92	18.71
0.00	2.27	21.56
0.00	1.90	16.51
0.00	2.72	14.14
0.00	2.39	18.00
0.00	1.77	16.50
0.00	2.55	15.38
0.00	3.92	18.91
0.00	2.51	19.31
0.00	2.72	17.30
0.00	1.16	17.03
0.00	2.45	15.42
0.00	2.14	9.70
0.00	0.12	2.21
0.00	0.00	3.92
0.00	5.11	18.41
0.00	4.55	17.57
0.00	2.52	16.37
0.00	1.53	18.84
0.00	3.40	16.97
0.00	2.66	17.37
0.00	2.72	16.87
0.00	1.48	18.89
0.00	3.01	15.55
0.00	2.42	8.27
0.00	3.39	9.54
0.00	2.81	8.74
0.00	1.90	17.43
0.00	3.41	10.16
0.00	2.39	17.41
0.00	2.02	16.50
0.00	2.14	8.28
0.00	2.74	19.20
0.00	2.33	18.75
0.00	0.00	5.82
0.00	2.66	17.01
0.00	3.10	4.97
0.00	3.34	15.05
0.00	4.32	19.91
0.00	2.61	11.86
0.00	3.22	13.15
0.00	3.38	20.21
0.00	2.85	14.04
0.00	2.61	10.29
0.00	1.76	15.74
0.00	2.66	16.52
0.00	1.90	19.58
0.00	3.40	16.46
0.00	2.83	16.65
0.00	1.43	18.47
0.00	2.86	17.32
0.00	1.58	17.89
0.00	2.85	14.07
0.00	2.14	7.48
0.00	1.82	16.87
0.00	1.77	6.19
0.00	3.77	8.82
0.00	1.48	17.81
0.00	2.30	17.62
0.00	3.40	13.04
0.00	4.05	10.63
0.00	6.23	15.36
0.00	3.39	11.18
0.00	3.01	14.33
0.00	2.74	13.59
0.00	3.13	17.36
0.00	2.81	16.58
0.00	3.39	10.65
0.00	2.07	19.74
0.00	2.33	18.09
0.00	3.01	14.08
0.00	3.34	15.69
0.00	1.90	16.42
0.00	2.86	13.17
0.00	1.79	16.93
0.00	2.42	7.51
0.00	2.76	16.98
0.00	6.23	13.89
0.00	2.85	11.22
0.00	0.00	8.10
0.00	0.00	7.59
0.00	2.52	19.53
0.00	3.41	14.82
0.00	2.17	18.63
0.00	3.39	11.10
0.00	1.96	19.85
0.00	3.22	12.47
0.00	3.44	18.53
0.00	0.70	4.15
0.00	6.25	16.57
0.00	0.70	4.10
0.00	0.00	3.92
0.00	3.76	8.76
0.00	5.06	15.92
0.00	2.91	13.88
0.00	1.77	3.86
0.00	4.81	16.84
0.00	2.85	19.86
0.00	3.38	13.83
0.00	2.14	8.43
0.00	2.86	13.24
0.00	2.41	16.15
0.00	2.85	17.60
0.00	2.14	7.56
0.00	3.34	8.26
0.00	3.01	15.75
0.00	2.59	18.75
0.00	2.71	17.57
0.00	3.01	13.55
0.00	2.74	10.10
0.00	2.27	17.31
0.00	3.38	15.03
0.00	0.70	1.50
0.00	2.74	10.61
0.00	2.87	7.81
0.00	2.27	17.69
0.00	2.66	15.81
0.00	2.14	9.38
0.00	3.39	9.57
0.00	2.42	7.25
0.00	2.84	11.80
0.00	0.12	2.21
0.00	0.00	3.92
0.00	2.74	10.20
0.00	2.39	16.28
0.00	2.54	5.67
0.00	2.14	10.89
0.00	2.74	11.47
0.00	0.00	7.21
0.00	3.46	9.70
0.00	5.82	12.73
0.00	4.11	20.08
0.00	2.66	16.40
0.00	2.27	18.77
0.00	1.77	8.29
0.00	2.42	8.60
0.00	3.76	11.87
0.00	4.55	20.87
0.00	3.39	10.45
0.00	2.86	13.25
0.00	1.31	17.09
0.00	2.59	17.56
0.00	2.39	14.31
0.00	1.76	18.19
0.00	2.72	14.61
0.00	3.74	13.19
0.00	1.76	17.55
0.00	2.84	15.22
0.00	3.39	13.07
0.00	2.83	20.72
0.00	3.39	12.22
0.00	2.19	18.31
0.00	1.28	17.48
0.00	2.91	13.00
0.00	1.77	5.60
0.00	3.39	14.62
0.00	2.51	19.18
0.00	2.30	18.38
0.00	6.05	20.42
0.00	3.43	8.56
0.00	3.92	16.68
0.00	2.51	20.26
0.00	2.29	17.21
0.00	1.31	5.81
0.00	2.07	18.41
0.00	1.31	3.70
0.00	3.60	10.58
0.00	3.74	16.26
0.00	1.77	17.83
0.00	2.81	11.18
0.00	1.24	16.89
0.00	1.46	17.50
0.00	3.46	14.99
0.00	1.85	17.55
0.00	3.01	19.32
0.00	2.17	17.83
0.00	3.34	12.16
0.00	5.11	18.83
0.00	2.54	10.07
0.00	2.87	8.52
0.00	2.74	7.64
0.00	1.48	18.05
0.00	4.81	18.98
0.00	2.61	6.60
0.00	3.70	10.99
0.00	3.41	10.70
0.00	2.81	10.76
0.00	2.74	10.39
0.00	3.41	13.87
0.00	2.14	7.18
0.00	2.17	20.96
0.00	2.54	5.31
0.00	1.77	6.00
0.00	3.34	12.56
0.00	2.39	16.41
0.00	1.31	7.57
0.00	2.74	10.17
0.00	2.87	10.08
0.00	0.51	16.42
0.00	2.66	8.91
0.00	2.74	10.72
0.00	2.84	13.92
0.00	1.31	18.53
0.00	3.40	14.63
0.00	1.39	17.38
0.00	5.44	16.50
0.00	1.31	5.67
0.00	3.77	9.59
0.00	1.31	5.93
0.00	2.42	8.06
0.00	2.19	18.49
0.00	2.30	19.90
0.00	2.66	14.53
0.00	2.42	9.85
0.00	1.69	16.46
0.00	3.34	15.09
0.00	3.70	10.67
0.00	2.83	18.06
0.00	3.41	11.09
0.00	3.13	10.64
0.00	2.14	8.17
0.00	1.98	16.87
0.00	2.76	18.09
0.00	2.17	13.45
0.00	3.46	14.81
0.00	2.87	6.24
0.00	3.92	16.75
0.00	2.10	3.21
0.00	2.14	7.65
0.00	3.46	14.57
0.00	3.46	11.88
0.00	2.74	7.44
0.00	3.25	8.73
0.00	2.42	9.51
0.00	1.89	16.73
0.00	2.14	9.92
0.00	3.44	17.55
0.00	4.48	17.10
0.00	3.40	16.68
0.00	3.22	17.13
0.00	6.05	7.87
0.00	3.29	19.48
0.00	3.22	17.23
0.00	4.05	12.54
0.00	2.57	17.51
0.00	2.42	8.03
0.00	2.30	18.36
0.00	2.14	12.06
0.00	6.25	17.66
0.00	0.27	14.60
0.00	0.70	4.10
0.00	0.00	3.92
